chr	start	end	gene_id	strand	PAS
chr21	37365476	37365932	ENSG00000273210.1	-	37365476
chr21	37337381	37366858	ENSG00000287637.1	-	37337381
chr21	38204140	38206080	ENSG00000270835.2	-	38204140
chr21	38733889	38747460	ENSG00000223806.8	-	38733889
chr21	38846246	38848644	ENSG00000229986.1	+	38848644
chr21	38974428	38977774	ENSG00000232837.1	-	38974428
chr21	39184468	39184899	ENSG00000272991.1	+	39184899
chr21	39342314	39349647	ENSG00000205581.11	-	39342314
chr21	41441055	41445708	ENSG00000228318.3	-	41441055
chr21	41559124	41562958	ENSG00000232806.1	-	41559124
chr21	41679180	41697336	ENSG00000227702.1	+	41697336
chr21	41715805	41717975	ENSG00000232401.2	+	41717975
chr21	41870632	41872054	ENSG00000236545.1	+	41872054
chr21	42346356	42350997	ENSG00000160181.9	-	42346356
chr21	42362281	42366535	ENSG00000160182.3	-	42362281
chr21	42403446	42447684	ENSG00000160185.15	+	42447684
chr21	42964638	42965363	ENSG00000224100.1	-	42964638
chr21	43053190	43076943	ENSG00000160200.18	-	43053190
chr21	43092955	43107570	ENSG00000160201.12	-	43092955
chr21	43169007	43172805	ENSG00000160202.7	+	43172805
chr21	43446600	43453902	ENSG00000188660.5	+	43453902
chr21	43461959	43479534	ENSG00000185186.10	-	43461959
chr21	44158739	44160076	ENSG00000225331.2	-	44158739
chr21	44241574	44242081	ENSG00000278158.2	+	44242081
chr21	44244544	44244993	ENSG00000275799.1	+	44244993
chr21	44250812	44251520	ENSG00000232010.1	+	44251520
chr21	44285837	44298648	ENSG00000160224.17	+	44298648
chr21	44347766	44348295	ENSG00000260256.1	-	44347766
chr21	44414587	44425272	ENSG00000230061.2	-	44414587
chr21	44450985	44455284	ENSG00000229356.1	-	44450985
chr21	44477849	44478493	ENSG00000274225.1	+	44478493
chr21	44538980	44540195	ENSG00000215455.4	-	44538980
chr21	44550356	44551505	ENSG00000205445.3	-	44550356
chr21	44557789	44558795	ENSG00000212935.2	-	44557789
chr21	44573728	44575371	ENSG00000215454.7	+	44575371
chr21	44579454	44580604	ENSG00000241123.1	-	44579454
chr21	44600596	44602174	ENSG00000272804.3	+	44602174
chr21	44637355	44638455	ENSG00000221859.2	+	44638455
chr21	44646413	44647650	ENSG00000243489.4	+	44647650
chr21	44666188	44666927	ENSG00000221864.4	-	44666188
chr21	44681575	44682163	ENSG00000187175.5	-	44681575
chr21	44929652	44930112	ENSG00000273027.1	-	44929652
chr21	44936302	44936954	ENSG00000272825.1	+	44936954
chr21	44978831	44979274	ENSG00000276529.1	+	44979274
chr21	44989863	44994086	ENSG00000234880.1	-	44989863
chr21	45100486	45101094	ENSG00000267857.2	-	45100486
chr21	45234307	45264548	ENSG00000182586.9	+	45264548
chr21	45338589	45341990	ENSG00000237664.1	-	45338589
chr21	45378200	45379635	ENSG00000228355.1	-	45378200
chr21	45403808	45404943	ENSG00000273796.2	-	45403808
chr21	45759803	45763758	ENSG00000275139.1	-	45759803
chr21	45870853	45873345	ENSG00000276633.1	+	45873345
chr21	46161147	46184476	ENSG00000160284.15	-	46161147
chr21	46185078	46188941	ENSG00000228404.1	+	46188941
chr21	46462470	46469306	ENSG00000223692.1	+	46469306
chr22	15699360	15703403	ENSG00000236666.1	-	15699360
chr22	15746629	15778297	ENSG00000225255.6	+	15778297
chr22	15823196	15823890	ENSG00000272872.1	+	15823890
chr22	17116296	17121367	ENSG00000183307.4	-	17116296
chr22	17159350	17165447	ENSG00000185837.5	+	17165447
chr22	17777321	17779481	ENSG00000269220.1	+	17779481
chr22	18150117	18177397	ENSG00000184979.11	+	18177397
chr22	18422243	18500594	ENSG00000277870.5	+	18500594
chr22	18733913	18757906	ENSG00000182824.7	+	18757906
chr22	18912776	18936553	ENSG00000100033.17	-	18912776
chr22	19124308	19128449	ENSG00000272682.1	-	19124308
chr22	19131307	19132622	ENSG00000206203.5	+	19132622
chr22	19454178	19454605	ENSG00000273300.1	+	19454605
chr22	19456502	19456962	ENSG00000273212.1	+	19456962
chr22	20058029	20070569	ENSG00000236540.7	-	20058029
chr22	20148415	20151055	ENSG00000234409.7	-	20148415
chr22	20241414	20283246	ENSG00000040608.14	-	20241414
chr22	20318118	20318749	ENSG00000273343.1	-	20318118
chr22	20338804	20354372	ENSG00000188280.11	+	20354372
chr22	20424583	20437826	ENSG00000244486.9	-	20424583
chr22	20522069	20523870	ENSG00000236003.1	-	20522069
chr22	20774112	20787720	ENSG00000099937.11	+	20787720
chr22	20981350	20982233	ENSG00000272829.2	-	20981350
chr22	21035242	21045012	ENSG00000290799.1	-	21035242
chr22	21642301	21644299	ENSG00000128228.5	+	21644299
chr22	21661933	21662363	ENSG00000272954.1	+	21662363
chr22	21957024	21982813	ENSG00000100038.20	-	21957024
chr22	21991098	22043934	ENSG00000290847.1	-	21991098
chr22	22244779	22245515	ENSG00000169575.5	+	22245515
chr22	22513735	22520270	ENSG00000169548.3	-	22513735
chr22	22895374	22895834	ENSG00000211675.2	+	22895834
chr22	22900975	22901437	ENSG00000211677.2	+	22901437
chr22	22906341	22906803	ENSG00000211679.2	+	22906803
chr22	22922593	22923034	ENSG00000211685.3	+	22923034
chr22	23326615	23328493	ENSG00000236611.1	+	23328493
chr22	23359602	23377014	ENSG00000215478.9	-	23359602
chr22	23366301	23387731	ENSG00000290449.1	-	23366301
chr22	23446597	23460833	ENSG00000227755.1	+	23460833
chr22	23573124	23580302	ENSG00000128322.7	-	23573124
chr22	23688135	23699176	ENSG00000159496.15	+	23699176
chr22	23765833	23767972	ENSG00000250479.9	-	23765833
chr22	23762989	23765863	ENSG00000169314.15	+	23765863
chr22	23894382	23895227	ENSG00000240972.2	+	23895227
chr22	23957413	23961195	ENSG00000133433.11	-	23957413
chr22	23969210	23969873	ENSG00000272787.1	+	23969873
chr22	23970541	23980525	ENSG00000099977.16	-	23970541
chr22	23980057	23983915	ENSG00000099984.12	+	23983915
chr22	24011191	24178628	ENSG00000099991.18	+	24178628
chr22	24645170	24651657	ENSG00000284070.1	-	24645170
chr22	24691121	24696019	ENSG00000282012.2	-	24691121
chr22	25434323	25435070	ENSG00000272942.1	-	25434323
chr22	25436311	25436915	ENSG00000272798.1	+	25436915
chr22	27048143	27061247	ENSG00000236858.2	-	27048143
chr22	27307776	27318501	ENSG00000226741.2	+	27318501
chr22	27414461	27419713	ENSG00000280445.1	-	27414461
chr22	29058671	29061831	ENSG00000100249.5	-	29058671
chr22	29306617	29312787	ENSG00000185340.16	+	29312787
chr22	29438582	29442455	ENSG00000128250.5	+	29442455
chr22	29730955	29767011	ENSG00000100319.13	-	29730955
chr22	29978949	30028236	ENSG00000279159.1	-	29978949
chr22	30008741	30080480	ENSG00000227117.6	-	30008741
chr22	30080463	30177075	ENSG00000176635.18	+	30177075
chr22	30246204	30246998	ENSG00000268812.3	+	30246998
chr22	30420511	30420912	ENSG00000273350.1	+	30420912
chr22	30421205	30421536	ENSG00000272689.1	-	30421205
chr22	30447958	30472017	ENSG00000100012.12	-	30447958
chr22	30488901	30505711	ENSG00000133488.15	-	30488901
chr22	30922307	30932449	ENSG00000235989.4	+	30932449
chr22	32149005	32159322	ENSG00000205856.4	-	32149005
chr22	32218463	32255347	ENSG00000100191.6	-	32218463
chr22	32205114	32278382	ENSG00000242082.2	+	32278382
chr22	32265954	32354940	ENSG00000289873.1	-	32265954
chr22	32327063	32343105	ENSG00000234626.2	-	32327063
chr22	32359885	32382106	ENSG00000205853.12	-	32359885
chr22	32376663	32384343	ENSG00000230736.2	+	32384343
chr22	32383785	32385631	ENSG00000241954.1	+	32385631
chr22	32387581	32412248	ENSG00000100220.12	-	32387581
chr22	32413844	32464484	ENSG00000184459.10	-	32413844
chr22	32583299	32584204	ENSG00000236054.1	+	32584204
chr22	33105382	33106059	ENSG00000228622.1	-	33105382
chr22	35066135	35087387	ENSG00000175329.13	+	35087387
chr22	35298837	35299541	ENSG00000273176.1	-	35298837
chr22	35526931	35527415	ENSG00000273044.1	+	35527415
chr22	36560869	36562915	ENSG00000261675.1	-	36560869
chr22	37204236	37212477	ENSG00000278195.2	-	37204236
chr22	37282026	37315341	ENSG00000100055.21	+	37315341
chr22	37570247	37582616	ENSG00000100079.7	-	37570247
chr22	37658722	37666932	ENSG00000241360.2	+	37666932
chr22	37675635	37679802	ENSG00000100097.12	+	37679802
chr22	38043229	38043920	ENSG00000273214.1	+	38043920
chr22	38084651	38111015	ENSG00000128298.18	-	38084651
chr22	38666507	38668750	ENSG00000230912.1	-	38666507
chr22	38742624	38743115	ENSG00000272669.1	+	38743115
chr22	38743494	38743910	ENSG00000273076.1	+	38743910
chr22	39319049	39319113	ENSG00000263764.1	-	39319049
chr22	39529092	39532761	ENSG00000187051.9	-	39529092
chr22	40372663	40388290	ENSG00000229999.6	-	40372663
chr22	40415002	40415445	ENSG00000272834.1	+	40415445
chr22	41430933	41431375	ENSG00000273424.1	+	41431375
chr22	41576899	41589871	ENSG00000100417.12	-	41576899
chr22	42074247	42079438	ENSG00000177096.9	+	42079438
chr22	42126498	42130865	ENSG00000100197.23	-	42126498
chr22	42140202	42149455	ENSG00000205702.12	-	42140202
chr22	42364386	42369290	ENSG00000229891.4	-	42364386
chr22	42500552	42512562	ENSG00000172250.18	+	42512562
chr22	42553616	42574382	ENSG00000183569.18	+	42574382
chr22	42583720	42614962	ENSG00000100227.19	-	42583720
chr22	43038584	43052366	ENSG00000230319.1	+	43052366
chr22	43275954	43283830	ENSG00000203527.2	+	43283830
chr22	43812455	43817394	ENSG00000261251.1	+	43817394
chr22	43879677	43892013	ENSG00000100341.13	-	43879677
chr22	44365550	44366284	ENSG00000220702.1	+	44366284
chr22	44443326	44444788	ENSG00000232655.1	+	44444788
chr22	44901546	44902471	ENSG00000223730.1	+	44902471
chr22	45178989	45179310	ENSG00000273353.1	+	45179310
chr22	45344062	45413619	ENSG00000077935.17	-	45344062
chr22	46055739	46058160	ENSG00000231010.1	-	46055739
chr22	46295142	46296660	ENSG00000277232.2	-	46295142
chr22	46914091	46916042	ENSG00000280080.2	-	46914091
chr22	47345568	47373541	ENSG00000224715.1	+	47373541
chr22	47461298	47487126	ENSG00000218357.4	-	47461298
chr22	48866769	48898386	ENSG00000205632.4	+	48898386
chr22	49047483	49052549	ENSG00000286381.1	-	49047483
chr22	49902227	49904576	ENSG00000273192.1	+	49904576
chr22	49918166	49927540	ENSG00000184164.15	+	49927540
chr22	50170730	50180295	ENSG00000073150.14	+	50180295
chr22	50205584	50206062	ENSG00000272836.1	-	50205584
chr22	50208460	50209542	ENSG00000273137.1	-	50208460
chr22	50201010	50217616	ENSG00000073169.15	+	50217616
chr22	50274978	50307646	ENSG00000196576.16	-	50274978
chr22	50523925	50524780	ENSG00000272821.1	+	50524780
chr22	50525751	50530032	ENSG00000025708.14	-	50525751
chr22	50529709	50532506	ENSG00000177989.14	-	50529709
chr22	50542304	50542906	ENSG00000272666.1	-	50542304
chr22	50551111	50562919	ENSG00000217442.4	-	50551111
chr22	50735824	50738139	ENSG00000225929.1	-	50735824
chr22	50738195	50745339	ENSG00000100312.11	+	50745339
chr3	11744	24849	ENSG00000223587.2	+	24849
chr3	363369	385795	ENSG00000234661.2	-	363369
chr3	2110408	2144241	ENSG00000227588.2	-	2110408
chr3	4749191	4751590	ENSG00000235947.1	-	4749191
chr3	5187171	5188298	ENSG00000268509.2	-	5187171
chr3	9014122	9015979	ENSG00000224808.1	+	9015979
chr3	9192492	9194453	ENSG00000228723.6	+	9194453
chr3	9812761	9813097	ENSG00000269886.1	-	9812761
chr3	9866710	9880255	ENSG00000187288.12	-	9866710
chr3	9902611	9916402	ENSG00000163701.19	+	9916402
chr3	9947403	9954787	ENSG00000230082.1	+	9954787
chr3	9958716	9962539	ENSG00000269982.1	+	9962539
chr3	10284418	10285746	ENSG00000231177.4	+	10285746
chr3	11607183	11610748	ENSG00000271716.1	+	11610748
chr3	11611601	11612197	ENSG00000272483.1	+	11612197
chr3	12832218	12832728	ENSG00000272263.1	-	12832218
chr3	12840311	12840450	ENSG00000207496.1	-	12840311
chr3	13650695	13746638	ENSG00000224514.3	+	13746638
chr3	13816257	13880071	ENSG00000154764.6	-	13816257
chr3	13937272	14082811	ENSG00000180438.15	+	14082811
chr3	14489106	14556075	ENSG00000144596.13	-	14489106
chr3	14648193	14649432	ENSG00000235629.1	-	14648193
chr3	15450132	15521751	ENSG00000206561.14	-	15450132
chr3	16339307	16339871	ENSG00000272498.1	+	16339871
chr3	16524770	16541903	ENSG00000233570.2	+	16541903
chr3	16524799	16531807	ENSG00000269391.2	+	16531807
chr3	16647665	16697604	ENSG00000229271.3	-	16647665
chr3	18408679	18409635	ENSG00000272477.1	-	18408679
chr3	19979960	20012267	ENSG00000183977.14	-	19979960
chr3	20388248	20390562	ENSG00000261734.1	+	20390562
chr3	21942565	21979828	ENSG00000223351.5	+	21979828
chr3	24687886	25597932	ENSG00000077092.20	+	25597932
chr3	26622771	26717537	ENSG00000179796.13	+	26717537
chr3	27830885	27834136	ENSG00000229243.2	-	27830885
chr3	27797551	27931579	ENSG00000225548.7	+	27931579
chr3	28241583	28325142	ENSG00000187118.14	+	28325142
chr3	32391697	32483067	ENSG00000153551.14	+	32483067
chr3	32951643	32956349	ENSG00000183813.7	+	32956349
chr3	37182106	37182734	ENSG00000271993.1	+	37182734
chr3	37216778	37217988	ENSG00000271653.1	+	37217988
chr3	38007495	38029642	ENSG00000187091.14	-	38007495
chr3	38282293	38318575	ENSG00000144671.11	+	38318575
chr3	38823901	38825302	ENSG00000231243.1	+	38825302
chr3	39107679	39138903	ENSG00000168026.19	+	39138903
chr3	39141854	39154562	ENSG00000144655.15	-	39141854
chr3	39411053	39411206	ENSG00000202363.1	+	39411206
chr3	39808913	40260321	ENSG00000170011.14	+	40260321
chr3	42264984	42266477	ENSG00000281160.2	+	42266477
chr3	42581839	42596934	ENSG00000008324.12	+	42596934
chr3	42685536	42692544	ENSG00000157119.12	+	42692544
chr3	42702540	42706776	ENSG00000230970.4	+	42706776
chr3	42785086	42852428	ENSG00000235288.3	-	42785086
chr3	42856004	42875898	ENSG00000180432.6	-	42856004
chr3	43996895	43997443	ENSG00000271192.1	+	43997443
chr3	44424133	44429529	ENSG00000283036.3	+	44429529
chr3	45940932	45948351	ENSG00000172215.6	+	45948351
chr3	46370945	46376206	ENSG00000160791.14	+	46376206
chr3	46712116	46717869	ENSG00000283706.2	-	46712116
chr3	46719582	46736429	ENSG00000261603.3	-	46719582
chr3	46921725	46982010	ENSG00000160799.12	-	46921725
chr3	47010823	47013465	ENSG00000236409.2	+	47013465
chr3	47381010	47413435	ENSG00000076201.16	+	47413435
chr3	47562237	47580792	ENSG00000114646.10	-	47562237
chr3	48223346	48225491	ENSG00000164047.6	+	48225491
chr3	48306841	48333661	ENSG00000229453.3	-	48306841
chr3	48372218	48401259	ENSG00000164049.14	+	48401259
chr3	48465810	48467645	ENSG00000213689.14	+	48467645
chr3	48599001	48610976	ENSG00000010256.11	-	48599001
chr3	48620758	48621769	ENSG00000183396.4	-	48620758
chr3	48636462	48662886	ENSG00000008300.17	-	48636462
chr3	48663775	48669174	ENSG00000228350.1	+	48669174
chr3	48856925	48898904	ENSG00000178537.10	-	48856925
chr3	49162534	49166331	ENSG00000177352.10	-	49162534
chr3	49177633	49191858	ENSG00000236980.10	-	49177633
chr3	49416777	49422685	ENSG00000145020.16	-	49416777
chr3	49422332	49429326	ENSG00000145029.15	-	49422332
chr3	49674013	49683971	ENSG00000164062.13	+	49683971
chr3	49716828	49719684	ENSG00000176020.9	-	49716828
chr3	49790731	49799873	ENSG00000187492.9	-	49790731
chr3	49857987	49869935	ENSG00000164076.17	-	49857987
chr3	50116021	50156085	ENSG00000235016.1	-	50116021
chr3	50365333	50368197	ENSG00000271858.5	+	50368197
chr3	51707067	51718613	ENSG00000164082.15	+	51718613
chr3	51778560	51779241	ENSG00000214686.7	-	51778560
chr3	51861614	51863424	ENSG00000184345.5	+	51863424
chr3	51894875	51903353	ENSG00000173389.16	-	51894875
chr3	51933428	51941904	ENSG00000114767.7	-	51933428
chr3	51983339	51989197	ENSG00000243989.9	+	51989197
chr3	52221079	52225645	ENSG00000239732.4	-	52221079
chr3	52288579	52299067	ENSG00000242797.3	-	52288579
chr3	52410659	52423641	ENSG00000010318.22	+	52423641
chr3	52451099	52454041	ENSG00000114854.8	-	52451099
chr3	52777594	52792068	ENSG00000055957.11	+	52792068
chr3	52848084	52848553	ENSG00000279144.1	-	52848084
chr3	53797763	53798019	ENSG00000271916.1	-	53797763
chr3	54918230	54967088	ENSG00000144771.8	-	54918230
chr3	55360442	55361829	ENSG00000242775.1	-	55360442
chr3	56940039	56960854	ENSG00000240198.5	+	56960854
chr3	57060663	57075432	ENSG00000186451.2	+	57075432
chr3	57268341	57292685	ENSG00000239388.9	-	57268341
chr3	58162546	58170636	ENSG00000244161.1	-	58162546
chr3	58174477	58178374	ENSG00000283148.1	-	58174477
chr3	58180008	58187495	ENSG00000283511.1	+	58187495
chr3	58428254	58428815	ENSG00000272182.1	+	58428815
chr3	58505135	58537283	ENSG00000168306.13	-	58505135
chr3	62950429	63125062	ENSG00000244342.5	+	63125062
chr3	63652674	63679020	ENSG00000188817.8	+	63679020
chr3	63833869	63863868	ENSG00000163634.12	-	63833869
chr3	63819298	63848636	ENSG00000163632.15	+	63848636
chr3	63911517	63911772	ENSG00000280620.1	-	63911517
chr3	64008081	64008692	ENSG00000271843.1	-	64008081
chr3	64019507	64019925	ENSG00000272181.1	+	64019925
chr3	65359267	65359717	ENSG00000270059.1	-	65359267
chr3	65893815	65925297	ENSG00000240175.1	+	65925297
chr3	66998306	67011210	ENSG00000163376.11	+	67011210
chr3	69013940	69056622	ENSG00000244513.7	+	69056622
chr3	69564105	69571172	ENSG00000240842.2	-	69564105
chr3	71567862	71571112	ENSG00000274387.1	+	71571112
chr3	72178278	72178810	ENSG00000272774.1	+	72178810
chr3	72321050	72324027	ENSG00000260670.1	-	72321050
chr3	73999804	74005609	ENSG00000239454.1	+	74005609
chr3	75540048	75579999	ENSG00000290410.1	-	75540048
chr3	81986137	82463675	ENSG00000239440.6	+	82463675
chr3	84638404	84881924	ENSG00000242641.6	-	84638404
chr3	85992182	86028007	ENSG00000239519.1	-	85992182
chr3	86481942	86496996	ENSG00000241328.1	+	86496996
chr3	87089128	87158363	ENSG00000281392.3	+	87158363
chr3	89107620	89482134	ENSG00000044524.11	+	89482134
chr3	94014364	94028597	ENSG00000178750.3	-	94014364
chr3	94937979	95168351	ENSG00000239589.7	+	95168351
chr3	97759522	97761532	ENSG00000261292.2	+	97761532
chr3	97836985	97874691	ENSG00000279658.1	-	97836985
chr3	99507186	99529985	ENSG00000243089.2	-	99507186
chr3	99802698	99806058	ENSG00000273374.1	-	99802698
chr3	101681090	101686733	ENSG00000114391.14	-	101681090
chr3	101940858	101997926	ENSG00000214407.3	+	101997926
chr3	101960357	101997926	ENSG00000241280.1	+	101997926
chr3	107329429	107329962	ENSG00000272597.1	+	107329962
chr3	107377438	107378635	ENSG00000138483.3	+	107378635
chr3	108125820	108138610	ENSG00000271856.1	+	108138610
chr3	108296528	108378285	ENSG00000114455.15	+	108378285
chr3	108380367	108529322	ENSG00000144821.11	-	108380367
chr3	108743423	108757410	ENSG00000163515.7	-	108743423
chr3	109118251	109151401	ENSG00000241224.8	+	109151401
chr3	109176437	109177365	ENSG00000261364.1	-	109176437
chr3	109409989	109723273	ENSG00000228980.4	+	109723273
chr3	109648106	109810861	ENSG00000242029.1	+	109810861
chr3	110888383	111071553	ENSG00000242242.7	-	110888383
chr3	112133422	112135359	ENSG00000261488.1	+	112135359
chr3	112302477	112332791	ENSG00000239482.6	+	112332791
chr3	112736446	112749319	ENSG00000240893.1	-	112736446
chr3	113746871	113747408	ENSG00000242659.1	-	113746871
chr3	113947004	113947570	ENSG00000273394.1	-	113947004
chr3	114234630	114237578	ENSG00000174255.8	-	114234630
chr3	114214312	114236204	ENSG00000241490.1	+	114236204
chr3	114351770	114388978	ENSG00000241560.7	+	114388978
chr3	114445520	114529452	ENSG00000242290.2	+	114529452
chr3	116360023	116370090	ENSG00000240922.1	+	116370090
chr3	116709234	116723581	ENSG00000243197.8	+	116723581
chr3	118004818	118810836	ENSG00000243276.6	-	118004818
chr3	119524292	119559614	ENSG00000121594.12	-	119524292
chr3	119579211	119579650	ENSG00000272967.1	-	119579211
chr3	119780483	119818487	ENSG00000144852.20	+	119818487
chr3	120365992	120368326	ENSG00000282950.1	-	120365992
chr3	120349448	120423826	ENSG00000240661.3	+	120423826
chr3	121567948	121590622	ENSG00000186103.5	+	121590622
chr3	121631398	121660927	ENSG00000180353.11	-	121631398
chr3	124723787	124726325	ENSG00000260391.2	+	124726325
chr3	125774713	125797953	ENSG00000272840.1	+	125797953
chr3	125766515	125852936	ENSG00000284624.1	+	125852936
