Chromosome	Start	End	Strand	gene_id	transcript_id
chr8	57126654	57126762	-	ENSG00000222205.1	ENST00000410273.1
chr8	57594165	57805029	-	ENSG00000253322.1	ENST00000520426.1
chr8	58031333	58032682	-	ENSG00000253523.1	ENST00000518750.1
chr8	58091441	58106294	-	ENSG00000253116.1	ENST00000518536.1
chr8	58113188	58113622	-	ENSG00000242595.1	ENST00000480251.1
chr8	58227577	58243984	-	ENSG00000288041.1	ENST00000671135.1
chr8	58424587	58426685	-	ENSG00000250031.1	ENST00000510501.1
chr8	58490177	58500163	-	ENSG00000167910.4	ENST00000301645.4
chr8	58588419	58588764	-	ENSG00000242970.2	ENST00000482895.2
chr8	58805411	59119147	-	ENSG00000198846.6	ENST00000361421.2
chr8	58814411	58814552	-	ENSG00000201231.1	ENST00000364361.1
chr8	58991719	58992938	-	ENSG00000254048.1	ENST00000518011.1
chr8	59137371	59137502	-	ENSG00000206853.1	ENST00000384126.1
chr8	59557527	59557855	-	ENSG00000254150.1	ENST00000524110.1
chr8	59893855	59893942	-	ENSG00000278428.1	ENST00000615967.1
chr8	60551956	60553036	-	ENSG00000255321.1	ENST00000531379.1
chr8	60808734	60809606	-	ENSG00000254432.1	ENST00000534670.1
chr8	60937704	60939871	-	ENSG00000255397.1	ENST00000529239.1
chr8	60965801	60967775	-	ENSG00000254802.1	ENST00000525556.1
chr8	61264623	61292039	-	ENSG00000254222.1	ENST00000521378.1
chr8	61631679	61632012	-	ENSG00000222898.1	ENST00000410966.1
chr8	61759093	61765969	-	ENSG00000251127.2	ENST00000505627.2
chr8	61821480	61825252	-	ENSG00000253834.1	ENST00000518489.1
chr8	61909983	61910802	-	ENSG00000253544.1	ENST00000522049.1
chr8	62143310	62144769	-	ENSG00000237810.3	ENST00000518921.1
chr8	62191087	62249879	-	ENSG00000285971.1	ENST00000649904.1
chr8	62473216	62474269	-	ENSG00000254050.1	ENST00000518078.1
chr8	62482197	62483811	-	ENSG00000253975.1	ENST00000518404.1
chr8	62658342	62690133	-	ENSG00000287105.1	ENST00000658903.1
chr8	62855067	62857134	-	ENSG00000253517.1	ENST00000518193.1
chr8	62863081	62864181	-	ENSG00000253431.1	ENST00000523408.1
chr8	63136222	63138084	-	ENSG00000253555.1	ENST00000523386.1
chr8	63167724	63168465	-	ENSG00000270673.2	ENST00000603538.2
chr8	63234633	63234911	-	ENSG00000241964.3	ENST00000490144.3
chr8	63609353	63609600	-	ENSG00000252358.1	ENST00000516549.1
chr8	64456197	64462926	-	ENSG00000287615.1	ENST00000662512.1
chr8	64554235	64554475	-	ENSG00000253750.1	ENST00000520009.1
chr8	64570912	64571332	-	ENSG00000253800.1	ENST00000517809.1
chr8	64703773	64734459	-	ENSG00000254330.1	ENST00000519680.1
chr8	64973487	64973848	-	ENSG00000253493.1	ENST00000520501.1
chr8	65526737	65562781	-	ENSG00000254081.2	ENST00000520902.2
chr8	65591849	65592472	-	ENSG00000272010.1	ENST00000606963.1
chr8	65714333	65714778	-	ENSG00000272155.1	ENST00000606067.1
chr8	66176375	66178464	-	ENSG00000147571.5	ENST00000276571.5
chr8	66363773	66432370	-	ENSG00000287127.1	ENST00000659008.1
chr8	66419588	66428977	-	ENSG00000246145.1	ENST00000499642.1
chr8	66501204	66501311	-	ENSG00000206949.1	ENST00000384222.1
chr8	66628486	66667231	-	ENSG00000175073.8	ENST00000310421.5
chr8	66767399	66768005	-	ENSG00000213005.3	ENST00000521862.1
chr8	66922466	66922555	-	ENSG00000254341.2	ENST00000364849.1
chr8	66984134	66986187	-	ENSG00000253223.1	ENST00000519029.1
chr8	67133553	67135911	-	ENSG00000250869.2	ENST00000508335.2
chr8	67313042	67314637	-	ENSG00000287214.1	ENST00000663110.1
chr8	68082203	68095081	-	ENSG00000255206.1	ENST00000526901.1
chr8	68223317	68223402	-	ENSG00000252210.1	ENST00000516401.1
chr8	68293445	68293818	-	ENSG00000253964.1	ENST00000520506.1
chr8	68525516	68525906	-	ENSG00000236191.3	ENST00000489168.1
chr8	69110512	69110574	-	ENSG00000238808.1	ENST00000458948.1
chr8	69175578	69178189	-	ENSG00000253373.1	ENST00000520780.1
chr8	69851147	69851436	-	ENSG00000277740.1	ENST00000614579.1
chr8	69859263	69860540	-	ENSG00000255107.1	ENST00000531211.1
chr8	69922750	69923047	-	ENSG00000239580.3	ENST00000478498.3
chr8	69987414	69987697	-	ENSG00000253721.1	ENST00000520803.1
chr8	70077905	70078032	-	ENSG00000212473.1	ENST00000391171.1
chr8	70103797	70104179	-	ENSG00000253173.3	ENST00000521867.1
chr8	70424124	70424576	-	ENSG00000241204.1	ENST00000465359.1
chr8	70471111	70480623	-	ENSG00000253143.3	ENST00000521051.1
chr8	70480191	70480487	-	ENSG00000275128.1	ENST00000579600.2
chr8	70506250	70506818	-	ENSG00000241105.1	ENST00000473114.1
chr8	70525052	70535646	-	ENSG00000287230.1	ENST00000654135.1
chr8	70654577	70654883	-	ENSG00000243532.3	ENST00000462522.3
chr8	70780913	70781008	-	ENSG00000223220.1	ENST00000411288.1
chr8	71448810	71449219	-	ENSG00000253124.1	ENST00000517589.1
chr8	71779604	71792875	-	ENSG00000253287.1	ENST00000517848.1
chr8	71815493	71815625	-	ENSG00000200191.1	ENST00000363321.1
chr8	72202750	72251565	-	ENSG00000250979.1	ENST00000503430.1
chr8	72618721	72619383	-	ENSG00000253226.1	ENST00000523909.1
chr8	72660583	72661470	-	ENSG00000278193.1	ENST00000611632.1
chr8	72874858	72881740	-	ENSG00000253784.1	ENST00000523881.1
chr8	73018944	73019044	-	ENSG00000222488.1	ENST00000410556.1
chr8	73042909	73043346	-	ENSG00000272254.1	ENST00000607665.1
chr8	73083786	73085879	-	ENSG00000237061.1	ENST00000442274.1
chr8	73215928	73216627	-	ENSG00000253564.1	ENST00000518337.1
chr8	73277363	73278046	-	ENSG00000254213.2	ENST00000521579.2
chr8	73511275	73511654	-	ENSG00000254273.1	ENST00000523233.1
chr8	73688690	73878854	-	ENSG00000258677.2	ENST00000358757.5
chr8	73833772	73834042	-	ENSG00000272469.2	ENST00000607344.2
chr8	73905356	73915010	-	ENSG00000251633.3	ENST00000460864.4
chr8	74347756	74350050	-	ENSG00000253596.1	ENST00000521872.1
chr8	74548549	74548609	-	ENSG00000283505.1	ENST00000636869.1
chr8	74603243	74604244	-	ENSG00000253341.1	ENST00000517662.1
chr8	74609697	74633320	-	ENSG00000254080.1	ENST00000522127.1
chr8	74804286	74804811	-	ENSG00000253777.1	ENST00000523157.1
chr8	74891150	74896302	-	ENSG00000254043.1	ENST00000520696.1
chr8	75026427	75029460	-	ENSG00000254238.1	ENST00000520778.1
chr8	75167703	75176656	-	ENSG00000253712.1	ENST00000467082.2
chr8	76162118	76308315	-	ENSG00000287352.1	ENST00000668249.1
chr8	76265542	76265732	-	ENSG00000222231.1	ENST00000410299.1
chr8	76576550	76579345	-	ENSG00000253681.1	ENST00000524269.1
chr8	76603239	76603852	-	ENSG00000254305.1	ENST00000520744.1
chr8	76733301	76733476	-	ENSG00000276673.1	ENST00000615451.1
chr8	76966767	76966850	-	ENSG00000266712.3	ENST00000584629.3
chr8	77013750	77014028	-	ENSG00000253952.1	ENST00000520730.1
chr8	78398514	78398622	-	ENSG00000252935.1	ENST00000517126.1
chr8	78626774	78665982	-	ENSG00000286675.1	ENST00000661869.1
chr8	78723795	78724136	-	ENSG00000254352.1	ENST00000520351.1
chr8	78760141	78762431	-	ENSG00000253919.1	ENST00000520248.1
chr8	79571152	79572335	-	ENSG00000240540.2	ENST00000463217.2
chr8	79800132	79800195	-	ENSG00000238884.1	ENST00000458851.1
chr8	79918859	80080775	-	ENSG00000276418.5	ENST00000522938.5
chr8	79956464	79957381	-	ENSG00000272518.1	ENST00000606512.1
chr8	80032723	80033300	-	ENSG00000272264.1	ENST00000607017.1
chr8	80265527	80266155	-	ENSG00000241746.1	ENST00000478813.1
chr8	80316938	80317069	-	ENSG00000206649.1	ENST00000383922.1
chr8	80484560	80486699	-	ENSG00000251867.4	ENST00000605948.2
chr8	80484588	80484683	-	ENSG00000277604.1	ENST00000516058.1
chr8	80535005	80539135	-	ENSG00000254162.1	ENST00000523871.1
chr8	80568049	80568506	-	ENSG00000253760.1	ENST00000517657.1
chr8	80585584	80585773	-	ENSG00000223327.1	ENST00000411395.1
chr8	80594814	80595703	-	ENSG00000254181.1	ENST00000521814.1
chr8	80613543	80613826	-	ENSG00000243424.2	ENST00000478127.2
chr8	80644938	80645173	-	ENSG00000254331.1	ENST00000522230.1
chr8	80749560	80749693	-	ENSG00000212429.1	ENST00000391127.1
chr8	80776665	80776962	-	ENSG00000243951.1	ENST00000464971.1
chr8	80812141	80812581	-	ENSG00000253516.1	ENST00000520234.1
chr8	81275398	81277570	-	ENSG00000272425.1	ENST00000606235.1
chr8	81458252	81461579	-	ENSG00000205186.4	ENST00000379071.4
chr8	81521681	81522232	-	ENSG00000237264.4	ENST00000517577.2
chr8	81605568	81626949	-	ENSG00000251521.3	ENST00000510718.1
chr8	81617219	81618560	-	ENSG00000254151.1	ENST00000523928.1
chr8	81626056	81631134	-	ENSG00000290914.1	ENST00000522318.1
chr8	81634356	81635662	-	ENSG00000205184.2	ENST00000379063.2
chr8	81693630	81695058	-	ENSG00000253598.3	ENST00000518568.3
chr8	82291623	82292379	-	ENSG00000206228.4	ENST00000509706.1
chr8	82862778	82958696	-	ENSG00000253836.1	ENST00000522123.1
chr8	83099975	83100846	-	ENSG00000254189.1	ENST00000519275.1
chr8	83200951	83202431	-	ENSG00000253423.1	ENST00000524071.1
chr8	83293924	83294271	-	ENSG00000274116.1	ENST00000615881.1
chr8	84163448	84164564	-	ENSG00000253362.1	ENST00000518452.1
chr8	84665758	84665865	-	ENSG00000206701.1	ENST00000383974.1
chr8	84828572	84829479	-	ENSG00000248978.2	ENST00000506703.2
chr8	84864667	84864907	-	ENSG00000254212.1	ENST00000521595.1
chr8	84980072	84980547	-	ENSG00000253655.2	ENST00000522682.2
chr8	85177521	85178150	-	ENSG00000254208.1	ENST00000520129.1
chr8	85246294	85249848	-	ENSG00000257962.1	ENST00000551479.1
chr8	85617343	85617512	-	ENSG00000253680.1	ENST00000521474.1
chr8	85642776	85646325	-	ENSG00000270971.2	ENST00000604378.2
chr8	85654683	85658514	-	ENSG00000273567.1	ENST00000622202.1
chr8	85744542	85748373	-	ENSG00000276540.1	ENST00000615707.1
chr8	85762908	85766931	-	ENSG00000271381.2	ENST00000604264.2
chr8	85775105	85779090	-	ENSG00000276998.1	ENST00000425429.3
chr8	85790381	85794399	-	ENSG00000274343.1	ENST00000540724.2
chr8	85802573	85806435	-	ENSG00000270416.2	ENST00000605109.2
chr8	85814766	85818783	-	ENSG00000277436.1	ENST00000622260.1
chr8	85851445	85861562	-	ENSG00000285768.1	ENST00000650562.1
chr8	85973792	85977154	-	ENSG00000287927.1	ENST00000656790.1
chr8	86481753	86483002	-	ENSG00000250569.1	ENST00000515730.1
chr8	86593754	86594589	-	ENSG00000253292.1	ENST00000521205.1
chr8	86657387	86660293	-	ENSG00000205333.5	ENST00000512938.2
chr8	86660524	86661922	-	ENSG00000233915.4	ENST00000514854.2
chr8	86776478	86776638	-	ENSG00000253568.1	ENST00000519251.1
chr8	87575597	87576508	-	ENSG00000253401.1	ENST00000520205.1
chr8	87598461	87601634	-	ENSG00000251563.1	ENST00000508226.1
chr8	87788561	87789688	-	ENSG00000254376.2	ENST00000524155.2
chr8	87870746	87874015	-	ENSG00000176566.5	ENST00000319675.5
chr8	88396436	88396547	-	ENSG00000251904.1	ENST00000516095.1
chr8	88808317	88808908	-	ENSG00000271156.1	ENST00000604955.1
chr8	88809948	88813144	-	ENSG00000286984.1	ENST00000668057.1
chr8	89243400	89243793	-	ENSG00000253621.1	ENST00000522047.1
chr8	89412620	89415071	-	ENSG00000248231.1	ENST00000509735.1
chr8	89823547	89823802	-	ENSG00000253349.1	ENST00000522347.1
chr8	89900720	89900824	-	ENSG00000207359.1	ENST00000384629.1
chr8	90592803	90606065	-	ENSG00000253799.1	ENST00000517505.1
chr8	90806473	90859240	-	ENSG00000254251.1	ENST00000517884.1
chr8	90957028	90957721	-	ENSG00000289502.1	ENST00000686410.1
chr8	90958470	90985238	-	ENSG00000253250.3	ENST00000517562.3
chr8	91909737	91910167	-	ENSG00000271202.1	ENST00000605538.1
chr8	92144087	92144435	-	ENSG00000233778.3	ENST00000465478.1
chr8	92351911	92352148	-	ENSG00000253118.1	ENST00000522089.1
chr8	92420849	92421798	-	ENSG00000253749.1	ENST00000523385.1
chr8	92687221	92697826	-	ENSG00000288005.1	ENST00000668408.1
chr8	92723023	92725111	-	ENSG00000254020.1	ENST00000518861.1
chr8	93215924	93234878	-	ENSG00000253960.1	ENST00000517796.1
chr8	93715377	93716113	-	ENSG00000271971.1	ENST00000607706.1
chr8	93834453	93846743	-	ENSG00000254057.1	ENST00000520962.1
chr8	93915733	93916682	-	ENSG00000264448.5	ENST00000607097.1
chr8	93916021	93916119	-	ENSG00000284288.1	ENST00000580636.1
chr8	93939363	93942877	-	ENSG00000251234.1	ENST00000504319.1
chr8	93957337	93957691	-	ENSG00000240509.1	ENST00000466433.1
chr8	93974670	93974776	-	ENSG00000275386.1	ENST00000617727.1
chr8	94097763	94104322	-	ENSG00000253585.1	ENST00000522743.1
chr8	94201912	94203052	-	ENSG00000249510.1	ENST00000504616.1
chr8	94637284	94639467	-	ENSG00000261437.1	ENST00000562760.1
chr8	94708951	94709244	-	ENSG00000253429.1	ENST00000522972.1
chr8	94713714	94713812	-	ENSG00000199701.1	ENST00000362831.1
chr8	94974572	94974853	-	ENSG00000253528.2	ENST00000521219.2
chr8	95039616	95042209	-	ENSG00000287322.1	ENST00000655064.1
chr8	95071731	95087924	-	ENSG00000254248.1	ENST00000518598.1
chr8	95072910	95072996	-	ENSG00000284147.1	ENST00000580142.1
chr8	95244912	95269201	-	ENSG00000156172.6	ENST00000286688.6
chr8	95947780	95948233	-	ENSG00000254079.1	ENST00000523996.1
chr8	95986107	95993103	-	ENSG00000248762.2	ENST00000505564.2
chr8	96068728	96069681	-	ENSG00000183663.6	ENST00000513953.1
chr8	96126966	96127801	-	ENSG00000271349.1	ENST00000604771.1
chr8	96140571	96140944	-	ENSG00000270131.1	ENST00000602571.1
chr8	96142332	96160806	-	ENSG00000156466.11	ENST00000287020.7
chr8	96309220	96309322	-	ENSG00000199732.1	ENST00000362862.1
chr8	96431053	96431160	-	ENSG00000202095.1	ENST00000365225.1
chr8	97132834	97133379	-	ENSG00000272249.1	ENST00000606010.1
chr8	97241741	97242204	-	ENSG00000260640.1	ENST00000569849.1
chr8	97273487	97277928	-	ENSG00000180543.5	ENST00000322128.5
chr8	97624202	97625079	-	ENSG00000213750.4	ENST00000492365.1
chr8	97643365	97643881	-	ENSG00000287654.1	ENST00000659172.1
chr8	97788209	97788357	-	ENSG00000270682.1	ENST00000604497.1
chr8	97853020	97853253	-	ENSG00000270861.1	ENST00000603405.1
chr8	97858048	97858947	-	ENSG00000253639.1	ENST00000518873.1
chr8	98042085	98042217	-	ENSG00000207067.1	ENST00000384339.1
chr8	98192204	98192313	-	ENSG00000252558.1	ENST00000516749.1
chr8	98391400	98391514	-	ENSG00000278914.1	ENST00000623465.1
chr8	98412881	98413784	-	ENSG00000253468.1	ENST00000518956.1
chr8	98462943	98463050	-	ENSG00000207378.1	ENST00000384648.1
chr8	98904602	98905671	-	ENSG00000253415.1	ENST00000522128.1
chr8	98906259	98906517	-	ENSG00000254312.1	ENST00000518583.1
chr8	98921232	98921550	-	ENSG00000223281.1	ENST00000411349.1
chr8	99003406	99003842	-	ENSG00000253180.1	ENST00000517978.1
chr8	99091737	99094060	-	ENSG00000253562.1	ENST00000520844.1
chr8	99233047	99234459	-	ENSG00000236583.1	ENST00000440915.1
chr8	99340304	99341761	-	ENSG00000237704.1	ENST00000444413.1
chr8	99346051	99348256	-	ENSG00000225017.1	ENST00000436307.1
chr8	99536635	99536730	-	ENSG00000207804.1	ENST00000385069.1
chr8	99536785	99536861	-	ENSG00000216069.1	ENST00000401250.1
chr8	99613782	99614081	-	ENSG00000243254.3	ENST00000492591.3
chr8	99796614	99799187	-	ENSG00000253539.1	ENST00000523658.1
chr8	99804158	99804341	-	ENSG00000253912.1	ENST00000523025.1
chr8	100023981	100024084	-	ENSG00000221753.1	ENST00000408826.1
chr8	100165225	100165478	-	ENSG00000253299.1	ENST00000517879.1
chr8	100550723	100551713	-	ENSG00000251013.1	ENST00000515313.1
chr8	100688003	100688448	-	ENSG00000289284.1	ENST00000691860.1
chr8	100702967	100703024	-	ENSG00000284570.1	ENST00000614758.1
chr8	100739801	100739927	-	ENSG00000221527.1	ENST00000408600.1
chr8	100755098	100755195	-	ENSG00000202001.2	ENST00000365131.2
chr8	100776511	100776865	-	ENSG00000242399.1	ENST00000461683.1
chr8	100831727	100831860	-	ENSG00000222795.1	ENST00000410863.1
chr8	100897852	100898136	-	ENSG00000275041.1	ENST00000614973.1
chr8	100913246	100914388	-	ENSG00000260368.1	ENST00000564694.1
chr8	101122144	101126158	-	ENSG00000253395.1	ENST00000524369.1
chr8	101166804	101169629	-	ENSG00000261087.1	ENST00000565617.1
chr8	101223940	101224573	-	ENSG00000253942.1	ENST00000520123.1
chr8	101261540	101262903	-	ENSG00000253679.1	ENST00000523121.1
chr8	101275424	101280835	-	ENSG00000287479.1	ENST00000668201.1
chr8	101366416	101367005	-	ENSG00000254063.2	ENST00000519198.2
chr8	101397635	101397933	-	ENSG00000239211.3	ENST00000481233.3
chr8	101411872	101452452	-	ENSG00000254084.1	ENST00000519793.1
chr8	101461176	101492499	-	ENSG00000254024.1	ENST00000520268.1
chr8	101528722	101529569	-	ENSG00000253991.1	ENST00000519490.1
chr8	101562007	101562488	-	ENSG00000253153.1	ENST00000524051.1
chr8	101847255	101847360	-	ENSG00000238372.1	ENST00000459507.1
chr8	101871829	101872549	-	ENSG00000282989.1	ENST00000635554.1
chr8	102242039	102242619	-	ENSG00000253328.2	ENST00000518920.2
chr8	102533240	102533339	-	ENSG00000252593.1	ENST00000516784.1
chr8	102621508	102622331	-	ENSG00000253382.3	ENST00000521750.3
chr8	102688316	102688906	-	ENSG00000250684.4	ENST00000514945.4
chr8	102858045	102863860	-	ENSG00000289653.1	ENST00000695129.1
chr8	102923370	102924255	-	ENSG00000244052.1	ENST00000463742.1
chr8	102950466	102950564	-	ENSG00000201216.1	ENST00000364346.1
chr8	103020186	103021428	-	ENSG00000254236.1	ENST00000522416.1
chr8	103228424	103229314	-	ENSG00000253851.1	ENST00000523775.1
chr8	103319391	103320106	-	ENSG00000286337.1	ENST00000663005.1
chr8	103383077	103383854	-	ENSG00000266289.1	ENST00000577199.1
chr8	103398657	103501895	-	ENSG00000285982.1	ENST00000649416.1
chr8	103481265	103481619	-	ENSG00000271830.1	ENST00000606457.1
chr8	103559098	103559389	-	ENSG00000255105.1	ENST00000534173.1
chr8	103568602	103568978	-	ENSG00000254644.1	ENST00000529260.1
chr8	104419511	104421500	-	ENSG00000179577.4	ENST00000622091.1
chr8	104478538	104480783	-	ENSG00000279138.1	ENST00000625136.1
chr8	104484368	104484465	-	ENSG00000208032.1	ENST00000385297.1
chr8	104699478	104703555	-	ENSG00000283157.1	ENST00000636802.1
chr8	104981163	104981579	-	ENSG00000243939.1	ENST00000483263.1
chr8	104990307	104990692	-	ENSG00000253997.1	ENST00000519012.1
chr8	105142859	105188606	-	ENSG00000254041.1	ENST00000518927.1
chr8	105194989	105196969	-	ENSG00000253318.1	ENST00000518897.1
chr8	105287829	105288365	-	ENSG00000243171.1	ENST00000485656.1
chr8	105662351	105685765	-	ENSG00000253420.1	ENST00000520588.1
chr8	105737279	105737765	-	ENSG00000243601.1	ENST00000474907.1
chr8	105929125	105929238	-	ENSG00000201627.1	ENST00000364757.1
chr8	106265434	106268741	-	ENSG00000254021.1	ENST00000517318.1
chr8	106520473	106657548	-	ENSG00000253582.1	ENST00000518591.1
chr8	106697426	106698013	-	ENSG00000253676.1	ENST00000524097.1
chr8	106729794	106729856	-	ENSG00000251892.1	ENST00000516083.1
chr8	106759482	106770244	-	ENSG00000174429.4	ENST00000311955.4
chr8	106980966	106981571	-	ENSG00000275905.1	ENST00000617737.1
chr8	107173199	107173809	-	ENSG00000254146.1	ENST00000520062.1
chr8	107186996	107195938	-	ENSG00000287208.1	ENST00000664876.1
chr8	108131099	108132114	-	ENSG00000230948.1	ENST00000413008.1
chr8	108195493	108197505	-	ENSG00000289094.1	ENST00000685051.1
chr8	108378830	108379545	-	ENSG00000243287.2	ENST00000382740.3
chr8	109873912	109874018	-	ENSG00000283555.1	ENST00000636441.1
chr8	109899245	109899762	-	ENSG00000241385.1	ENST00000468501.1
chr8	110105075	110105964	-	ENSG00000240590.1	ENST00000466509.1
chr8	110334742	110349607	-	ENSG00000253956.1	ENST00000522896.1
chr8	110809393	110809894	-	ENSG00000253994.1	ENST00000521269.1
chr8	110933262	110934533	-	ENSG00000254241.1	ENST00000523889.1
chr8	111179192	111179872	-	ENSG00000253489.1	ENST00000522330.1
chr8	111621457	111621797	-	ENSG00000253156.1	ENST00000521058.1
chr8	112148741	112148825	-	ENSG00000222146.1	ENST00000410214.1
chr8	114318399	114318911	-	ENSG00000253499.2	ENST00000518851.2
chr8	114791652	114791929	-	ENSG00000253756.1	ENST00000520688.1
chr8	116022685	116022779	-	ENSG00000199450.1	ENST00000362580.1
chr8	116402542	116403757	-	ENSG00000253672.1	ENST00000523110.1
chr8	116874727	116874800	-	ENSG00000283956.1	ENST00000582903.1
chr8	117523270	117524061	-	ENSG00000239917.3	ENST00000483812.3
chr8	118761855	118762201	-	ENSG00000242206.2	ENST00000480579.2
chr8	118982578	118982875	-	ENSG00000254247.1	ENST00000522216.1
chr8	119062941	119068782	-	ENSG00000254278.1	ENST00000518362.1
chr8	119419909	119462350	-	ENSG00000253398.1	ENST00000519786.1
chr8	119480278	119480775	-	ENSG00000254037.2	ENST00000518830.2
chr8	119618161	119618474	-	ENSG00000253495.1	ENST00000519781.1
chr8	119711829	119712145	-	ENSG00000201896.1	ENST00000365026.1
chr8	119838735	119840385	-	ENSG00000279347.1	ENST00000623964.1
chr8	119891131	119891229	-	ENSG00000202356.1	ENST00000365486.1
chr8	120635557	120638204	-	ENSG00000250290.1	ENST00000505112.1
chr8	121113357	121113919	-	ENSG00000271219.1	ENST00000604710.1
chr8	121380136	121380465	-	ENSG00000239872.1	ENST00000469425.1
chr8	121612115	121641440	-	ENSG00000170961.7	ENST00000303924.5
chr8	121954639	122127184	-	ENSG00000254303.1	ENST00000523792.1
chr8	122414331	122428551	-	ENSG00000255364.1	ENST00000533992.1
chr8	122485514	122489815	-	ENSG00000255325.2	ENST00000530350.2
chr8	122700268	122703423	-	ENSG00000263443.1	ENST00000577765.1
chr8	122779970	122781591	-	ENSG00000272384.2	ENST00000607710.2
chr8	122977025	122985629	-	ENSG00000259631.1	ENST00000559049.1
chr8	123180309	123180525	-	ENSG00000221461.2	ENST00000408534.2
chr8	123181637	123182788	-	ENSG00000253258.1	ENST00000522383.1
chr8	123215787	123215863	-	ENSG00000266324.1	ENST00000582039.1
chr8	123348033	123348130	-	ENSG00000283172.1	ENST00000636914.1
chr8	123454980	123455107	-	ENSG00000278374.1	ENST00000621618.1
chr8	123563069	123568762	-	ENSG00000254113.1	ENST00000518970.1
chr8	123924758	123925933	-	ENSG00000254000.1	ENST00000522087.1
chr8	123984137	124040782	-	ENSG00000181171.5	ENST00000518567.1
chr8	124036009	124040468	-	ENSG00000254249.1	ENST00000522005.1
